"annotation_id","annotator","c4_id","cleaning_other","cleaning_quality","comments","content_moderation","created_at","document_type","document_type_other","id","lead_time","metadata","pii_labels","privacy_other","privacy_type","quality_score","readability","readability_other","text","timestamp","topic","topic_other","updated_at","url"
| AQ410    | 715511,733317                 | 36.0   | 16.1      | 11.3       | 1                     |
| AQ411    | 715479,733323                 | 36.9   | 16.2      | 11.3       | 1                     |
| AQ412    | 716732,732960                 | 26.2   | 14.9      | 10.5       | <1                    |
| AQ413    | 717573,732572                 | 22.6   | 14.4      | 10.2       | <1                    |
| AQ414    | 717607,732515                 | 22.6   | 14.4      | 10.2       | <1                    |
| AQ415    | 717801,732809                 | 24.2   | 14.6      | 10.4       | <1                    |
| AQ416    | 717078,733627                 | 25.1   | 14.7      | 10.4       | <1                    |
| AQ417    | 717110,733929                 | 37.2   | 16.4      | 11.4       | 1                     |
| AQ418    | 717109,733957                 | 42.5   | 17.0      | 11.8       | 1                     |
| AQ419    | 717134,733956                 | 46.8   | 17.8      | 12.3       | 1                     |
| AQ420    | 716355,732847                 | 36.3   | 16.1      | 11.2       | 1                     |
| AQ421    | 716289,732756                 | 37.7   | 16.6      | 11.6       | 1                     |
| AQ422    | 716311,732813                 | 35.2   | 15.9      | 11.2       | 1                     |
| AQ423    | 715505,733367                 | 38.0   | 16.5      | 11.5       | 1                     |
| AQ424    | 715539,733353                 | 37.7   | 16.4      | 11.4       | 1                     |
| AQ425    | 721442,729180                 | 21.6   | 14.3      | 10.2       | 1                     |
| AQ426    | 720788,729725                 | 21.2   | 14.2      | 10.1       | 1                     |
| AQ427    | 721671,729229                 | 24.5   | 14.7      | 10.4       | <1                    |
| AQ428    | 721615,729108                 | 21.2   | 14.2      | 10.1       | 1                     |
| AQ429    | 721742,729058                 | 21.3   | 14.2      | 10.1       | 1                     |
| AQ430    | 721416,729314                 | 32.3   | 15.7      | 11.0       | 1                     |
| AQ431    | 721325,729384                 | 28.5   | 15.1      | 10.7       | <1                    |
| AQ432    | 721042,729530                 | 23.3   | 14.5      | 10.3       | <1                    |
| AQ433    | 716960,732882                 | 25.4   | 14.7      | 10.4       | <1                    |
| AQ434    | 716920,732809                 | 25.2   | 14.6      | 10.4       | <1                    |
| AQ435    | 717149,732779                 | 22.4   | 14.4      | 10.2       | <1                    |
| AQ436    | 716797,733047                 | 25.3   | 14.7      | 10.4       | <1                    |
| AQ437    | 717034,732955                 | 23.6   | 14.5      | 10.3       | <1                    |
| AQ438    | 717533,732840                 | 26.4   | 14.9      | 10.5       | <1                    |
| AQ439    | 716861,732918                 | 24.8   | 14.6      | 10.4       | <1                    |
| AQ440    | 716775,732983                 | 28.3   | 15.1      | 10.7       | <1                    |
| AQ441    | 716720,733182                 | 25.4   | 14.9      | 10.5       | <1                    |
| AQ442    | 716679,733224                 | 26.6   | 15.0      | 10.6       | <1                    |
| AQ443    | 716671,733112                 | 22.6   | 14.4      | 10.2       | <1                    |
| AQ444    | 716720,733262                 | 23.2   | 14.5      | 10.3       | <1                    |
| AQ445    | 716905,733264                 | 23.0   | 14.4      | 10.3       | <1                    |
| AQ446    | 716749,733499                 | 26.2   | 14.8      | 10.5       | <1                    |
| AQ447    | 717801,732379                 | 23.3   | 14.4      | 10.3       | <1                    |
| AQ448    | 717789,732262                 | 22.1   | 14.3      | 10.2       | <1                    |
| AQ449    | 717740,732373                 | 22.2   | 14.3      | 10.2       | <1                    |

| Receptor | Receptor Location (ITM)       | Annual Mean Conc. (µg/m³) | No of PM$_{10}$ days > 50 µg/m$^3$ |
|----------|------------------------------|---------------------------|-----------------------------------|
|          |                              | NO$_2$ | PM$_{10}$ | PM$_{2.5}$ |                     |
| AQ450    | 718227,732113                | 22.1   | 14.3      | 10.2       | <1                  |
| AQ451    | 718180,732087                | 22.0   | 14.3      | 10.2       | 1                   |
| AQ452    | 717638,732604                | 23.7   | 14.6      | 10.3       | <1                  |
| AQ453    | 717672,732640                | 25.6   | 14.9      | 10.5       | <1                  |
| AQ454    | 717865,732467                | 28.2   | 15.0      | 10.6       | <1                  |
| AQ455    | 717969,732460                | 23.7   | 14.5      | 10.3       | <1                  |
| AQ456    | 717758,732685                | 24.7   | 14.7      | 10.4       | <1                  |
| AQ457    | 717723,732557                | 30.4   | 15.5      | 10.9       | <1                  |
| AQ458    | 719803,730809                | 24.7   | 14.4      | 10.3       | <1                  |
| AQ459    | 719666,730769                | 21.1   | 14.1      | 10.1       | 1                   |
| AQ460    | 720050,730265                | 21.3   | 14.2      | 10.1       | 1                   |
| AQ461    | 719808,730657                | 24.0   | 14.6      | 10.4       | <1                  |
| AQ462    | 719603,730973                | 22.6   | 14.3      | 10.2       | <1                  |
| AQ463    | 718950,731485                | 26.7   | 15.0      | 10.6       | <1                  |
| AQ464    | 720199,729974                | 21.1   | 14.2      | 10.1       | 1                   |
| AQ465    | 720300,730013                | 20.9   | 14.2      | 10.1       | 1                   |
| AQ466    | 716793,733099                | 27.9   | 15.2      | 10.7       | <1                  |
| AQ467    | 716566,732892                | 25.6   | 14.8      | 10.5       | <1                  |
| AQ468    | 716632,733287                | 29.4   | 15.1      | 10.7       | <1                  |
| AQ469    | 716665,733237                | 27.4   | 15.1      | 10.6       | <1                  |
| AQ470    | 717793,732770                | 24.3   | 14.6      | 10.4       | <1                  |
| AQ471    | 716508,733261                | 22.8   | 14.4      | 10.2       | <1                  |
| AQ472    | 717139,732842                | 25.3   | 14.9      | 10.5       | <1                  |
| AQ473    | 716891,732794                | 23.3   | 14.4      | 10.3       | <1                  |
| AQ474    | 716867,732711                | 22.5   | 14.4      | 10.2       | <1                  |
| AQ475    | 717677,732904                | 23.9   | 14.5      | 10.3       | <1                  |
| AQ476    | 718174,732126                | 21.8   | 14.3      | 10.2       | 1                   |
| AQ477    | 717570,732801                | 25.2   | 14.7      | 10.4       | <1                  |
| AQ478    | 717726,732769                | 22.5   | 14.4      | 10.2       | <1                  |
| AQ479    | 716957,732999                | 27.0   | 14.9      | 10.5       | <1                  |
| AQ480    | 716757,732887                | 25.5   | 14.8      | 10.5       | <1                  |
| AQ481    | 717104,733065                | 22.8   | 14.4      | 10.3       | <1                  |
| AQ482    | 716746,733155                | 25.4   | 14.9      | 10.5       | <1                  |
| AQ483    | 716849,733224                | 22.6   | 14.4      | 10.2       | <1                  |
| AQ484    | 718932,731338                | 21.7   | 14.3      | 10.2       | 1                   |
| AQ485    | 718895,731163                | 24.7   | 14.7      | 10.4       | <1                  |
| AQ486    | 719292,731183                | 22.8   | 14.4      | 10.2       | <1                  |
| AQ487    | 718831,731467                | 21.9   | 14.3      | 10.2       | <1                  |
| AQ488    | 719261,731255                | 24.9   | 14.7      | 10.4       | <1                  |
| AQ489    | 718993,731150                | 22.2   | 14.3      | 10.2       | <1                  |

| Receptor | Receptor Location (ITM)       | Annual Mean Conc. (µg/m³) | No of PM$_{10}$ days > 50 µg/m$^3$ |
|----------|-------------------------------|---------------------------|------------------------------------|
|          |                               | NO$_2$ | PM$_{10}$ | PM$_{2.5}$ |                        |
| AQ490    | 719224,731163                 | 22.9   | 14.4      | 10.2       | <1                    |
| AQ491    | 719323,731041                 | 20.8   | 14.2      | 10.1       | 1                     |
| AQ492    | 720711,729410                 | 21.5   | 14.3      | 10.2       | 1                     |
| AQ493    | 721200,728980                 | 20.9   | 14.2      | 10.1       | 1                     |
| AQ494    | 720860,729594                 | 20.9   | 14.2      | 10.1       | 1                     |
| AQ495    | 719591,729559                 | 21.8   | 14.3      | 10.2       | <1                    |
| AQ496    | 718528,730385                 | 21.3   | 14.3      | 10.2       | 1                     |
| AQ497    | 719130,729776                 | 21.1   | 14.2      | 10.1       | 1                     |
| AQ498    | 718899,729967                 | 20.8   | 14.2      | 10.1       | 1                     |
| AQ499    | 717497,730435                 | 21.2   | 14.2      | 10.1       | 1                     |
| AQ500    | 718112,730935                 | 24.6   | 14.8      | 10.5       | <1                    |
| AQ501    | 717457,730653                 | 21.8   | 14.3      | 10.2       | <1                    |
| AQ502    | 717496,730741                 | 22.6   | 14.4      | 10.2       | <1                    |
| AQ503    | 719988,729851                 | 20.6   | 14.1      | 10.1       | 1                     |
| AQ504    | 719529,729796                 | 21.4   | 14.3      | 10.2       | 1                     |
| AQ505    | 717562,730811                 | 21.6   | 14.3      | 10.2       | 1                     |
| AQ506    | 717754,731351                 | 30.3   | 15.2      | 10.8       | <1                    |
| AQ507    | 717603,731491                 | 22.8   | 14.4      | 10.2       | <1                    |
| AQ508    | 719095,731996                 | 21.6   | 14.3      | 10.2       | 1                     |
| AQ509    | 718966,732342                 | 21.1   | 14.2      | 10.1       | 1                     |
| AQ510    | 718710,732579                 | 21.0   | 14.2      | 10.1       | 1                     |
| AQ511    | 718807,732805                 | 21.2   | 14.2      | 10.1       | 1                     |
| AQ512    | 718948,732840                 | 20.9   | 14.2      | 10.1       | 1                     |
| AQ513    | 718326,732891                 | 21.3   | 14.2      | 10.1       | 1                     |
| AQ514    | 718081,732941                 | 21.3   | 14.2      | 10.1       | 1                     |
| AQ515    | 718211,732233                 | 23.5   | 14.5      | 10.3       | <1                    |
| AQ516    | 717217,731824                 | 22.0   | 14.3      | 10.2       | 1                     |
| AQ517    | 717203,732004                 | 33.0   | 15.8      | 11.1       | 1                     |
| AQ518    | 717074,732044                 | 26.6   | 14.9      | 10.6       | <1                    |
| AQ519    | 716979,731894                 | 21.3   | 14.2      | 10.1       | 1                     |
| AQ520    | 716860,732265                 | 27.9   | 15.0      | 10.6       | <1                    |
| AQ521    | 716757,732314                 | 31.3   | 15.5      | 10.9       | 1                     |
| AQ522    | 717173,732292                 | 22.4   | 14.3      | 10.2       | <1                    |
| AQ523    | 716425,732552                 | 23.8   | 14.6      | 10.3       | <1                    |
| AQ524    | 716595,732551                 | 23.3   | 14.5      | 10.3       | <1                    |
| AQ525    | 716691,732779                 | 22.2   | 14.3      | 10.2       | <1                    |
| AQ526    | 716703,733409                 | 26.4   | 14.9      | 10.5       | <1                    |
| AQ527    | 716757,733380                 | 24.4   | 14.6      | 10.3       | <1                    |
| AQ528    | 717356,733135                 | 23.4   | 14.5      | 10.3       | <1                    |
| AQ529    | 717389,733060                 | 24.1   | 14.6      | 10.4       | <1                    |

## 1.3.2 ‘Do Something’ Scenario

The Do Something (DS) modelling scenario has been modelled using AMDS-Roads for the operational year of 2028. Predicted annual mean concentrations of NO$_2$, PM$_{10}$, PM$_{2.5}$ and the number of exceedances of the 24-

hour PM$_{10}$ objective, at selected worst-case existing air quality sensitive receptors in the 2028 DS scenario are listed in Table 6.

Table 6: Predicted Do Something Operational Scenario Pollutant Statistics at all Modelled Receptor Locations

| Receptor | Receptor Location (ITM)       | Annual Mean Conc. ($\mu g/m^3$) | No of PM$_{10}$ days > 50 $\mu g/m^3$ |
|----------|-------------------------------|---------------------------------|--------------------------------------|
|          |                               | NO$_2$  | PM$_{10}$ | PM$_{2.5}$ |                              |
| AQ1      | 721010,729635                 | 23.5    | 14.6      | 10.3       | <1                                |
| AQ2      | 720977,729665                 | 23.3    | 14.6      | 10.3       | <1                                |
| AQ3      | 721306,729354                 | 23.9    | 14.5      | 10.3       | <1                                |
| AQ4      | 720886,729720                 | 21.7    | 14.3      | 10.2       | 1                                 |
| AQ5      | 720812,729814                 | 26.2    | 15.0      | 10.6       | <1                                |
| AQ6      | 720857,729742                 | 21.7    | 14.3      | 10.2       | 1                                 |
| AQ7      | 720852,729786                 | 24.9    | 14.8      | 10.5       | <1                                |
| AQ8      | 720751,729872                 | 25.3    | 14.6      | 10.4       | <1                                |
| AQ9      | 720793,729833                 | 26.9    | 14.9      | 10.6       | <1                                |
| AQ10     | 720785,729839                 | 29.0    | 15.0      | 10.6       | <1                                |
| AQ11     | 720743,729877                 | 27.8    | 15.0      | 10.6       | <1                                |
| AQ12     | 720642,729995                 | 24.6    | 14.8      | 10.5       | <1                                |
| AQ13     | 720696,729932                 | 25.4    | 14.8      | 10.5       | <1                                |
| AQ14     | 720689,729941                 | 24.9    | 14.8      | 10.5       | <1                                |
| AQ15     | 720744,729834                 | 23.1    | 14.4      | 10.2       | <1                                |
| AQ16     | 722051,728727                 | 24.0    | 14.7      | 10.4       | <1                                |
| AQ17     | 718604,731788                 | 21.3    | 14.2      | 10.1       | 1                                 |
| AQ18     | 718542,731849                 | 21.4    | 14.3      | 10.2       | 1                                 |
| AQ19     | 718578,731811                 | 21.3    | 14.2      | 10.1       | 1                                 |
| AQ20     | 718629,731758                 | 21.3    | 14.2      | 10.1       | 1                                 |
| AQ21     | 718655,731727                 | 21.3    | 14.2      | 10.1       | 1                                 |
| AQ22     | 718408,732046                 | 22.4    | 14.4      | 10.3       | <1                                |
| AQ23     | 718378,732003                 | 21.6    | 14.3      | 10.2       | 1                                 |
| AQ24     | 718370,732074                 | 22.9    | 14.5      | 10.3       | <1                                |
| AQ25     | 719766,730745                 | 22.7    | 14.4      | 10.2       | <1                                |
| AQ26     | 718458,730750                 | 40.1    | 17.4      | 12.0       | 1                                 |
| AQ27     | 718621,730961                 | 24.2    | 14.7      | 10.4       | <1                                |
| AQ28     | 718530,730821                 | 24.5    | 14.7      | 10.4       | <1                                |
| AQ29     | 718644,730983                 | 24.6    | 14.7      | 10.4       | <1                                |
| AQ30     | 717896,732423                 | 36.1    | 15.9      | 11.1       | 1                                 |
| AQ31     | 717756,732518                 | 41.2    | 16.6      | 11.6       | 1                                 |
| AQ32     | 717741,732531                 | 47.0    | 17.2      | 11.9       | 1                                 |
| AQ33     | 717762,732471                 | 30.1    | 15.4      | 10.9       | <1                                |
| AQ34     | 717871,732437                 | 36.2    | 15.9      | 11.1       | 1                                 |
| AQ35     | 717786,732489                 | 39.6    | 17.2      | 11.9       | 1                                 |
| AQ36     | 717691,732499                 | 23.4    | 14.4      | 10.3       | <1                                |
| AQ37     | 717630,732693                 | 23.1    | 14.6      | 10.3       | <1                                |

| Receptor | Receptor Location (ITM)       | Annual Mean Conc. (µg/m³) | No of PM$_{10}$ days > 50 µg/m$^3$ |
|----------|------------------------------|---------------------------|-----------------------------------|
|          |                              | NO$_2$ | PM$_{10}$ | PM$_{2.5}$ |                     |
| AQ38     | 717680,732621                | 23.7   | 14.7      | 10.4       | <1                  |
| AQ39     | 718337,732111                | 23.4   | 14.6      | 10.3       | <1                  |
| AQ40     | 718322,732134                | 23.8   | 14.5      | 10.3       | <1                  |
| AQ41     | 718227,732280                | 23.6   | 14.6      | 10.3       | <1                  |
| AQ42     | 718274,732236                | 23.1   | 14.5      | 10.3       | <1                  |
| AQ43     | 718133,732325                | 27.4   | 15.0      | 10.6       | <1                  |
| AQ44     | 718681,731694                | 21.5   | 14.3      | 10.1       | 1                   |
| AQ45     | 721577,729182                | 22.1   | 14.3      | 10.2       | <1                  |
| AQ46     | 721681,729155                | 21.7   | 14.3      | 10.2       | 1                   |
| AQ47     | 721636,729169                | 21.9   | 14.3      | 10.2       | 1                   |
| AQ48     | 716603,733291                | 35.9   | 15.8      | 11.1       | 1                   |
| AQ49     | 721574,729220                | 25.0   | 14.7      | 10.4       | <1                  |
| AQ50     | 721529,729195                | 22.3   | 14.3      | 10.2       | <1                  |
| AQ51     | 716629,733338                | 26.2   | 14.7      | 10.4       | <1                  |
| AQ52     | 716616,733315                | 26.2   | 14.7      | 10.4       | <1                  |
| AQ53     | 716642,733360                | 25.8   | 14.8      | 10.5       | <1                  |
| AQ54     | 716626,733276                | 33.0   | 15.5      | 10.9       | 1                   |
| AQ55     | 721701,729145                | 21.6   | 14.2      | 10.1       | 1                   |
| AQ56     | 721480,729222                | 22.4   | 14.3      | 10.2       | <1                  |
| AQ57     | 721492,729217                | 22.7   | 14.4      | 10.2       | <1                  |
| AQ58     | 721546,729226                | 23.9   | 14.5      | 10.3       | <1                  |
| AQ59     | 721389,729300                | 27.8   | 14.9      | 10.6       | <1                  |
| AQ60     | 721276,729364                | 22.0   | 14.3      | 10.2       | 1                   |
| AQ61     | 721364,729304                | 24.7   | 14.6      | 10.3       | <1                  |
| AQ62     | 722017,728804                | 26.2   | 15.0      | 10.6       | <1                  |
| AQ63     | 722083,728735                | 23.4   | 14.6      | 10.3       | <1                  |
| AQ64     | 721962,728989                | 24.8   | 14.6      | 10.4       | <1                  |
| AQ65     | 722046,729034                | 21.2   | 14.2      | 10.1       | 1                   |
| AQ66     | 721963,728897                | 22.6   | 14.4      | 10.2       | <1                  |
| AQ67     | 722001,728914                | 25.8   | 14.7      | 10.5       | <1                  |
| AQ68     | 721927,728955                | 21.9   | 14.3      | 10.2       | 1                   |
| AQ69     | 721994,728823                | 23.5   | 14.5      | 10.3       | <1                  |
| AQ70     | 722014,728882                | 25.6   | 14.7      | 10.4       | <1                  |
| AQ71     | 721807,729134                | 23.7   | 14.5      | 10.3       | <1                  |
| AQ72     | 721909,729003                | 23.2   | 14.4      | 10.3       | <1                  |
| AQ73     | 721913,729051                | 24.4   | 14.6      | 10.4       | <1                  |
| AQ74     | 719986,730399                | 21.9   | 14.3      | 10.2       | <1                  |
| AQ75     | 719962,730429                | 22.3   | 14.4      | 10.2       | <1                  |
| AQ76     | 719903,730487                | 23.0   | 14.4      | 10.3       | <1                  |
| AQ77     | 719918,730468                | 22.4   | 14.4      | 10.2       | <1                  |

| Receptor | Receptor Location (ITM)       | Annual Mean Conc. (µg/m³) | No of PM$_{10}$ days > 50 µg/m³ |
|----------|------------------------------|---------------------------|---------------------------------|
|          |                              | NO$_2$ | PM$_{10}$ | PM$_{2.5}$ |                      |
| AQ78     | 719880,730535                | 25.6   | 14.7      | 10.4       | <1                  |
| AQ79     | 719852,730592                | 25.4   | 14.8      | 10.5       | <1                  |
| AQ80     | 718761,731677                | 22.9   | 14.5      | 10.3       | <1                  |
| AQ81     | 718744,731616                | 21.6   | 14.3      | 10.2       | 1                   |
| AQ82     | 718894,731536                | 25.2   | 14.6      | 10.4       | <1                  |
| AQ83     | 718803,731549                | 22.1   | 14.3      | 10.2       | <1                  |
| AQ84     | 718817,731610                | 23.0   | 14.5      | 10.3       | <1                  |
| AQ85     | 718936,731258                | 23.8   | 14.5      | 10.3       | <1                  |
| AQ86     | 719126,731328                | 25.7   | 14.7      | 10.4       | <1                  |
| AQ87     | 719054,731389                | 24.9   | 14.6      | 10.4       | <1                  |
| AQ88     | 718879,731208                | 23.9   | 14.6      | 10.3       | <1                  |
| AQ89     | 718827,731160                | 23.8   | 14.6      | 10.3       | <1                  |
| AQ90     | 719470,731145                | 22.6   | 14.5      | 10.3       | <1                  |
| AQ91     | 719567,731080                | 24.6   | 14.7      | 10.4       | <1                  |
| AQ92     | 719567,731090                | 23.6   | 14.6      | 10.3       | <1                  |
| AQ93     | 719387,731187                | 22.3   | 14.4      | 10.2       | <1                  |
| AQ94     | 719426,731168                | 22.1   | 14.4      | 10.2       | <1                  |
| AQ95     | 719416,731136                | 21.5   | 14.3      | 10.2       | 1                   |
| AQ96     | 719370,731167                | 22.4   | 14.4      | 10.2       | <1                  |
| AQ97     | 719408,731140                | 21.6   | 14.3      | 10.2       | 1                   |
| AQ98     | 719649,731004                | 28.7   | 15.1      | 10.6       | <1                  |
| AQ99     | 719582,731024                | 24.6   | 14.6      | 10.4       | <1                  |
| AQ100    | 719556,731057                | 23.3   | 14.5      | 10.3       | <1                  |
| AQ101    | 718774,731109                | 23.9   | 14.6      | 10.3       | <1                  |
| AQ102    | 718732,731070                | 23.7   | 14.6      | 10.3       | <1                  |
| AQ103    | 719510,731095                | 22.9   | 14.5      | 10.3       | <1                  |
| AQ104    | 719498,731128                | 23.1   | 14.5      | 10.3       | <1                  |
| AQ105    | 719542,731100                | 23.7   | 14.6      | 10.4       | <1                  |
| AQ106    | 718938,731451                | 24.8   | 14.7      | 10.4       | <1                  |
| AQ107    | 719000,731418                | 26.9   | 15.0      | 10.6       | <1                  |
| AQ108    | 718968,731409                | 22.8   | 14.4      | 10.3       | <1                  |
| AQ109    | 716590,733267                | 31.9   | 15.5      | 10.9       | 1                   |
| AQ110    | 716625,733230                | 23.4   | 14.5      | 10.3       | <1                  |
| AQ111    | 716664,733199                | 24.0   | 14.6      | 10.3       | <1                  |
| AQ112    | 716680,733177                | 22.9   | 14.4      | 10.3       | <1                  |
| AQ113    | 716747,733170                | 22.8   | 14.4      | 10.3       | <1                  |
| AQ114    | 716694,733163                | 22.8   | 14.4      | 10.3       | <1                  |
| AQ115    | 716647,733216                | 23.2   | 14.5      | 10.3       | <1                  |
| AQ116    | 716722,733135                | 22.8   | 14.4      | 10.3       | <1                  |
| AQ117    | 716751,733105                | 23.1   | 14.5      | 10.3       | <1                  |

| Receptor | Receptor Location (ITM)       | Annual Mean Conc. (µg/m³) | No of PM$_{10}$ days > 50 µg/m³ |
|----------|------------------------------|---------------------------|---------------------------------|
|          |                              | NO$_2$ | PM$_{10}$ | PM$_{2.5}$ |                      |
| AQ118    | 720217,730221                | 23.7   | 14.5      | 10.3       | <1                  |
| AQ119    | 720202,730231                | 24.1   | 14.5      | 10.3       | <1                  |
| AQ120    | 720185,730233                | 25.0   | 14.6      | 10.4       | <1                  |
| AQ121    | 720253,730170                | 22.3   | 14.3      | 10.2       | <1                  |
| AQ122    | 720618,730020                | 23.3   | 14.6      | 10.3       | <1                  |
| AQ123    | 720534,730047                | 23.0   | 14.5      | 10.3       | <1                  |
| AQ124    | 720133,730277                | 23.1   | 14.4      | 10.3       | <1                  |
| AQ125    | 720141,730273                | 23.6   | 14.5      | 10.3       | <1                  |
| AQ126    | 716820,733014                | 25.9   | 14.7      | 10.4       | <1                  |
| AQ127    | 716857,732973                | 41.1   | 16.6      | 11.6       | 1                   |
| AQ128    | 716771,733063                | 23.2   | 14.4      | 10.3       | <1                  |
| AQ129    | 716973,732875                | 23.0   | 14.4      | 10.2       | <1                  |
| AQ130    | 717326,732600                | 21.6   | 14.3      | 10.2       | 1                   |
| AQ131    | 717361,732748                | 21.7   | 14.3      | 10.2       | 1                   |
| AQ132    | 717387,732675                | 21.8   | 14.3      | 10.2       | 1                   |
| AQ133    | 716986,732760                | 24.5   | 14.6      | 10.4       | <1                  |
| AQ134    | 716954,732770                | 23.8   | 14.5      | 10.3       | <1                  |
| AQ135    | 717387,732804                | 22.3   | 14.4      | 10.2       | <1                  |
| AQ136    | 717401,732741                | 21.8   | 14.3      | 10.2       | 1                   |
| AQ137    | 717473,732790                | 22.9   | 14.4      | 10.3       | <1                  |
| AQ138    | 716897,732967                | 38.6   | 16.3      | 11.4       | 1                   |
| AQ139    | 716871,732953                | 36.9   | 16.1      | 11.3       | 1                   |
| AQ140    | 717008,732828                | 23.0   | 14.4      | 10.3       | <1                  |
| AQ141    | 716998,732734                | 22.9   | 14.4      | 10.3       | <1                  |
| AQ142    | 717014,732885                | 23.8   | 14.5      | 10.3       | <1                  |
| AQ143    | 717070,732858                | 23.9   | 14.6      | 10.3       | <1                  |
| AQ144    | 717052,732862                | 23.7   | 14.5      | 10.3       | <1                  |
| AQ145    | 717201,732832                | 22.6   | 14.4      | 10.3       | <1                  |
| AQ146    | 717372,732553                | 21.6   | 14.3      | 10.2       | 1                   |
| AQ147    | 717206,732773                | 22.1   | 14.3      | 10.2       | <1                  |
| AQ148    | 717176,732776                | 22.0   | 14.3      | 10.2       | <1                  |
| AQ149    | 717355,732688                | 21.8   | 14.3      | 10.2       | 1                   |
| AQ150    | 722023,728903                | 25.0   | 14.6      | 10.4       | <1                  |
| AQ151    | 722182,728836                | 22.5   | 14.5      | 10.3       | <1                  |
| AQ152    | 722288,729123                | 22.3   | 14.4      | 10.2       | <1                  |
| AQ153    | 722283,729163                | 22.3   | 14.4      | 10.2       | <1                  |
| AQ154    | 722249,729128                | 22.0   | 14.3      | 10.2       | <1                  |
| AQ155    | 721292,729347                | 22.5   | 14.3      | 10.2       | <1                  |
| AQ156    | 721190,729246                | 21.5   | 14.2      | 10.1       | 1                   |
| AQ157    | 721208,729221                | 21.1   | 14.2      | 10.1       | 1                   |

| Receptor | Receptor Location (ITM)       | Annual Mean Conc. (µg/m³) | No of PM$_{10}$ days > 50 µg/m³ |
|----------|------------------------------|---------------------------|---------------------------------|
|          |                              | NO$_2$ | PM$_{10}$ | PM$_{2.5}$ |                      |
| AQ158    | 721177,729217                | 21.5   | 14.2      | 10.1       | 1                   |
| AQ159    | 721305,729109                | 23.5   | 14.5      | 10.3       | <1                  |
| AQ160    | 721308,729119                | 23.4   | 14.5      | 10.3       | <1                  |
| AQ161    | 721477,729173                | 23.9   | 14.5      | 10.3       | <1                  |
| AQ162    | 721276,729082                | 23.8   | 14.5      | 10.3       | <1                  |
| AQ163    | 721267,729063                | 22.2   | 14.3      | 10.2       | <1                  |
| AQ164    | 721161,729097                | 21.4   | 14.2      | 10.1       | 1                   |
| AQ165    | 721159,729124                | 22.8   | 14.4      | 10.2       | <1                  |
| AQ166    | 721151,729129                | 21.7   | 14.3      | 10.2       | 1                   |
| AQ167    | 721085,729009                | 20.8   | 14.1      | 10.1       | 1                   |
| AQ168    | 721265,729010                | 23.2   | 14.4      | 10.3       | <1                  |
| AQ169    | 721299,728998                | 23.3   | 14.5      | 10.3       | <1                  |
| AQ170    | 721278,728876                | 22.8   | 14.5      | 10.3       | <1                  |
| AQ171    | 721309,728495                | 21.6   | 14.3      | 10.2       | <1                  |
| AQ172    | 721349,728509                | 22.5   | 14.4      | 10.3       | <1                  |
| AQ173    | 721316,728755                | 22.2   | 14.4      | 10.2       | <1                  |
| AQ174    | 721153,729502                | 22.2   | 14.3      | 10.2       | 1                   |
| AQ175    | 721097,729513                | 21.9   | 14.3      | 10.2       | 1                   |
| AQ176    | 721030,729483                | 22.6   | 14.4      | 10.2       | <1                  |
| AQ177    | 721007,729514                | 21.5   | 14.3      | 10.2       | 1                   |
| AQ178    | 721069,729603                | 26.5   | 14.9      | 10.5       | <1                  |
| AQ179    | 720741,729351                | 22.1   | 14.3      | 10.2       | <1                  |
| AQ180    | 720715,729361                | 22.4   | 14.4      | 10.2       | <1                  |
| AQ181    | 720818,729415                | 22.2   | 14.4      | 10.2       | <1                  |
| AQ182    | 720394,729180                | 21.7   | 14.3      | 10.2       | <1                  |
| AQ183    | 720195,729122                | 23.4   | 14.6      | 10.4       | <1                  |
| AQ184    | 718384,730733                | 30.1   | 15.6      | 10.9       | 1                   |
| AQ185    | 718421,730711                | 33.3   | 16.2      | 11.3       | 1                   |
| AQ186    | 718161,730863                | 27.9   | 15.1      | 10.7       | <1                  |
| AQ187    | 718184,730843                | 28.2   | 15.1      | 10.6       | <1                  |
| AQ188    | 717727,731393                | 42.7   | 17.0      | 11.8       | 1                   |
| AQ189    | 717849,731391                | 40.8   | 17.1      | 11.9       | 1                   |
| AQ190    | 717912,731226                | 40.8   | 18.1      | 12.4       | 2                   |
| AQ191    | 717721,731288                | 24.0   | 14.6      | 10.3       | <1                  |
| AQ192    | 717723,731236                | 28.9   | 15.2      | 10.7       | <1                  |
| AQ193    | 717572,731053                | 25.9   | 15.0      | 10.6       | <1                  |
| AQ194    | 717335,731069                | 25.5   | 14.9      | 10.5       | <1                  |
| AQ195    | 717386,730507                | 30.1   | 15.6      | 11.0       | 1                   |
| AQ196    | 717352,730507                | 22.6   | 14.4      | 10.3       | <1                  |
| AQ197    | 717356,730474                | 22.3   | 14.4      | 10.2       | <1                  |

| Receptor | Receptor Location (ITM)       | Annual Mean Conc. (µg/m³) | No of PM$_{10}$ days > 50 µg/m³ |
|----------|-------------------------------|---------------------------|---------------------------------|
|          |                               | NO$_2$ | PM$_{10}$ | PM$_{2.5}$ |                     |
| AQ198    | 718537,730479                 | 28.0   | 15.4      | 10.8       | <1                  |
| AQ199    | 718628,730471                 | 32.7   | 16.4      | 11.4       | 1                   |
| AQ200    | 718638,730455                 | 32.3   | 16.3      | 11.3       | 1                   |
